,Action Vector,Energy Used
11,"[[5.5514374]
 [9.413544 ]
 [9.72948  ]
 [9.8515415]
 [9.865274 ]
 [9.233427 ]
 [9.186472 ]
 [9.919548 ]
 [8.592329 ]
 [9.651793 ]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
12,"[[9.371181]
 [9.474515]
 [9.526659]
 [9.462811]
 [9.770176]
 [9.839061]
 [9.476213]
 [9.385974]
 [9.41702 ]
 [8.303682]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
13,"[[7.854266 ]
 [8.185309 ]
 [8.187538 ]
 [7.5135317]
 [6.9829025]
 [9.033718 ]
 [9.005088 ]
 [4.5947795]
 [6.321974 ]
 [6.9372854]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
14,"[[6.2587643]
 [5.9364805]
 [5.3490057]
 [6.0358667]
 [5.972622 ]
 [5.8092346]
 [5.8811746]
 [6.0682306]
 [6.338053 ]
 [5.226169 ]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
15,"[[6.208674 ]
 [5.926373 ]
 [6.077286 ]
 [5.990054 ]
 [5.7494087]
 [5.090485 ]
 [5.719166 ]
 [6.279862 ]
 [6.3099313]
 [5.485607 ]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
16,"[[6.02654  ]
 [6.3796315]
 [6.230133 ]
 [6.198054 ]
 [5.908073 ]
 [6.29787  ]
 [6.390414 ]
 [6.284277 ]
 [6.5626225]
 [6.4548063]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
17,"[[6.311188 ]
 [6.233411 ]
 [6.19034  ]
 [6.70178  ]
 [6.534935 ]
 [6.199886 ]
 [6.0512676]
 [5.7454414]
 [5.7648935]
 [5.7938666]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
18,"[[5.9280257]
 [6.118236 ]
 [5.850673 ]
 [6.1054296]
 [5.9860106]
 [6.4070253]
 [6.1971383]
 [5.681088 ]
 [5.4866724]
 [5.9998612]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
19,"[[6.035303 ]
 [5.891888 ]
 [7.0689325]
 [6.2487965]
 [6.0533943]
 [6.3701468]
 [6.3477054]
 [6.0965285]
 [5.919738 ]
 [6.173343 ]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
20,"[[5.834842 ]
 [6.372077 ]
 [6.238585 ]
 [5.7063684]
 [6.3136806]
 [5.9663844]
 [5.9761753]
 [6.0403585]
 [6.041367 ]
 [6.0590186]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
21,"[[5.62969  ]
 [5.8379016]
 [5.7152996]
 [5.729306 ]
 [5.6587863]
 [5.83756  ]
 [5.830281 ]
 [5.7448263]
 [5.756507 ]
 [5.8239226]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
22,"[[5.796991 ]
 [5.572851 ]
 [5.624848 ]
 [5.6677303]
 [5.604306 ]
 [5.7641053]
 [5.739533 ]
 [5.7018347]
 [5.8109694]
 [5.5923066]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
23,"[[5.827897 ]
 [6.118437 ]
 [5.703134 ]
 [5.735737 ]
 [5.760493 ]
 [5.8000546]
 [5.790656 ]
 [5.83515  ]
 [5.592572 ]
 [6.2818265]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
24,"[[6.0373936]
 [5.6509166]
 [5.8442254]
 [5.6472406]
 [5.6462035]
 [5.8398924]
 [5.6560993]
 [5.797284 ]
 [5.5915356]
 [5.56281  ]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
25,"[[5.820777 ]
 [5.9169493]
 [5.628582 ]
 [5.7500205]
 [5.8585815]
 [5.5496345]
 [5.3900347]
 [5.5718527]
 [5.493982 ]
 [5.6782765]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
26,"[[5.7367935]
 [5.5240436]
 [5.4108977]
 [5.709767 ]
 [5.577963 ]
 [5.421767 ]
 [5.717993 ]
 [5.5226536]
 [5.705142 ]
 [5.7159767]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
27,"[[6.006022 ]
 [5.54918  ]
 [5.584261 ]
 [6.269664 ]
 [5.8617115]
 [5.9569545]
 [6.352272 ]
 [5.900163 ]
 [5.9406166]
 [5.858249 ]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
28,"[[6.044245 ]
 [5.774142 ]
 [6.008309 ]
 [5.927823 ]
 [5.828174 ]
 [5.9992065]
 [5.9991198]
 [6.001708 ]
 [6.793098 ]
 [5.7738175]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
29,"[[5.918375 ]
 [6.453212 ]
 [6.469474 ]
 [5.719125 ]
 [5.742092 ]
 [6.620251 ]
 [5.9860854]
 [6.115823 ]
 [6.478036 ]
 [6.215967 ]]",[ 95. 120. 200. 210. 180. 250. 365. 310. 220. 140.]
